symbol,year,quarter,category,company_name,sector,success,error,time_seconds,prediction,confidence,direction_score,actual_return_30d_pct,correct,trade_long,trade_long_tier,summary,input_tokens,output_tokens,cost_usd,risk_code,long_block_reason,eps_surprise,earnings_day_return,pre_earnings_5d_return,computed_positives,computed_vetoes,le_DirectionScore,le_LongEligible,le_HardPositivesCount,le_HardVetoCount,le_GuidanceRaised,le_DemandAcceleration,le_MarginExpansion,le_FCFImprovement,le_VisibilityImproving,le_GuidanceCut,le_DemandSoftness,le_MarginWeakness,le_CashBurn,le_VisibilityWorsening,le_PricedInRisk,reaction_date
NWSA,2020,2,LOSER,News Corp (Class A),Communication Services,True,,87.93800711631775,DOWN,0.4,4.0,-35.983,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management highlighted digital subscriber momentum, segment margin improvement and an improving H2 outlook, but the quarter still showed YoY revenue decline and FX/headwind commentary. Upside drivers: stronger segment EBITDA (total segment EBITDA $355M, News & Info EBITDA +27%), broad digital subscriber growth (Dow Jones +17%, WSJ ~2.7M) and a modest earnings beat with a positive intraday reaction; downside drivers: total revenue do",5288,1580,0.004482,medium,HAS_VETOES,0.2,2.6969,6.01,0,2,4.0,NO,0.0,2.0,NO,NO,NO,UNKNOWN,NO,NO,YES,YES,UNKNOWN,NO,Medium,2020-05-07
GE,2019,3,GAINER,GE Aerospace,Industrials,True,,99.143718957901,UP,0.6,6.0,26.1293,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — the large positive market reaction on the print implies upbeat commentary or better-than-expected results for the next 1–2 quarters, rather than a cautious or defensive posture. Main upside drivers: clear positive earnings-day reaction (+11.47%) implying a surprise or favorable guidance, and solid reported revenue ($12.22B) and EPS ($2.02). Main downside drivers: substantial pre-earnings run-up (+10.61%) and the risk of ""buy the rum",3212,1277,0.003357,medium,D6_RISK_NOT_LOW,,11.4703,10.61,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-07-31
IR,2020,2,GAINER,Ingersoll Rand,Industrials,True,,122.08097410202026,DOWN,0.4,4.0,13.1781,False,False,,"**PART 1 - Analysis:**
Management tone is moderately cautious — they highlight sequential margin improvement and realized synergies but repeatedly call out demand weakness (orders -21%, revenues -19%), segment-specific headwinds (High Pressure Solutions / oil & gas), and a mixed, conservative near-term outlook. Upside drivers are stronger liquidity ($2.2bn), large positive free cash flow ($230m) and clear cost/synergy delivery that support near-term EBITDA; downside drivers are the meaningful or",5197,1669,0.004637,low,HAS_VETOES,0.4761904761904762,0.0613,4.15,2,3,4.0,NO,2.0,3.0,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,Low,2020-05-12
ORCL,2019,2,GAINER,Oracle Corporation,Technology,True,,105.30950808525084,DOWN,0.4,4.0,11.1087,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary flagged a tangible currency headwind (~4%), more conservative constant-currency revenue guidance (2–4%) and modest EPS growth guidance (3–5% in USD) despite solid reported EPS and FCF. Up drivers: strong non-GAAP/GAAP EPS growth, stable margins, very large buybacks and healthy free cash flow/deferred revenue/backlog provide near-term EPS support; Down drivers: slowing total revenue growth (2% YoY), platform & infrastructure",5370,1339,0.00402,low,HAS_VETOES,,0.2624,-2.01,2,1,4.0,NO,2.0,1.0,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,Medium,2019-06-19
EPAM,2019,3,GAINER,EPAM Systems,Technology,True,,89.1939640045166,UP,0.6,6.0,18.7714,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The market reaction (pre-run +8.1% and a further +6.7% on the print) implies a positive quarter or beat-like print, but there is no evidence provided of an explicit guidance raise or strong forward-language; therefore tone reads as measured/balanced rather than overtly bullish. Main upside drivers: apparent positive earnings-day reaction (suggests a beat or better-than-expected execution) and solid reported revenue/EPS scale (revenue ~$1.39B, EPS",3213,1489,0.003781,medium,D6_SECTOR_EXCLUDED,,6.6588,8.14,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-08-08
NUE,2020,2,GAINER,Nucor,Basic Materials,True,,99.24420309066772,UP,0.6,6.0,10.1197,True,False,,"**PART 1 - Analysis:**
Management tone (medium-term, next 1–2 quarters): Balanced — the company delivered an EPS beat but there is no signal of an explicit guidance raise or strong optimistic language in the provided notes, so tone appears neither cautious nor overtly bullish. Main upside drivers: clear EPS beat (actual $0.37 vs est $0.14) and modest positive intraday market reaction with only a small pre-run-up (reduces sell-the-news risk). Main downside drivers: no evidence of a guidance raise",3233,964,0.002736,low,BASIC_MATERIALS_DAY_RET_LOW,1.6428571428571426,0.6105,1.99,0,0,6.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-04-28
TDG,2020,1,LOSER,TransDigm Group,Industrials,True,,86.28331923484802,DOWN,0.4,4.0,-62.3183,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary flagged 737 MAX uncertainty, possible margin variability, and management reaffirmed (not raised) FY guidance while highlighting integration of Esterline. Main upside drivers: strong reported quarter (revenue +48% YoY, EBITDA +40%, adj EPS +28%), healthy organic growth (8.7%), aftermarket +17%, and bookings > sales by >15% supporting near-term revenue visibility. Main downside drivers: a large portion of the revenue lift cam",5296,1646,0.004616,medium,DIR_TOO_LOW,0.0602150537634407,-1.6879,-2.52,3,0,4.0,NO,2.0,0.0,NO,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,Medium,2020-02-04
GILD,2020,1,LOSER,Gilead Sciences,Healthcare,True,,76.17688488960266,DOWN,0.3,3.0,-11.9405,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — management emphasized urgency around remdesivir supply and allocation but repeatedly flagged timing uncertainty, one‑time acquisition charges and near‑term expense pressure (higher R&D/SG&A), so the call mixes opportunity with several cautions. Main upside drivers: strong HIV franchise growth (Biktarvy leadership, Descovy PrEP adoption) and a large cash balance plus remdesivir upside if supply ramps. Main downside drivers: an 8% pre‑r",5431,1177,0.003712,high,HIGH_RISK,0.0632911392405062,-4.8214,8.0,0,3,3.0,NO,0.0,3.0,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,High,2020-02-04
AVGO,2019,1,GAINER,Broadcom,Technology,True,,114.34408712387084,UP,0.6,6.0,16.5921,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — management reaffirmed FY guidance and pointed to strong cash flow and margins while also acknowledging semiconductor demand softness and acquisition-related noise. Main upside drivers: materially better-than-feared EPS/FCF, very high operating margins, and a large capital-return program (buybacks/dividends) that supports near-term investor sentiment (market already reacted +8.24% on the print). Main downside drivers: Semiconductor Solutions reve",5263,1496,0.004308,low,HAS_VETOES,,8.2401,1.02,2,1,6.0,NO,2.0,1.0,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,Low,2019-03-14
ULTA,2020,1,LOSER,Ulta Beauty,Consumer Cyclical,True,,78.11896967887878,DOWN,0.3,3.0,-20.7965,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — language emphasizes uncertainty, operational flexibility and a conservative stance while highlighting channel shifts (e‑commerce, curbside) that mitigate but do not offset the COVID hit. Upside drivers: e‑commerce >100% growth, 33.1M loyalty members, ~2/3 stores offering curbside and early reopened-store comps roughly flat. Downside drivers: large EPS miss, steep comp and revenue declines (Q1 sales -32.7%, comp -35.3%, -62% comp late ",5291,1447,0.004217,high,HIGH_RISK,-3.5454545454545454,0.2877,13.97,0,4,3.0,NO,0.0,4.0,NO,NO,NO,UNKNOWN,NO,YES,YES,YES,UNKNOWN,YES,High,2020-03-12
ADSK,2020,4,LOSER,Autodesk,Technology,True,,101.17988014221191,UP,0.6,6.0,-10.9217,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the call showed a modest, factual beat but no evidence of strong bullish language (no clear guide-up or repeated ""strong demand"" statements). Main upside drivers: a clean EPS beat (+0.02) and a +5.66% intraday reaction (relief rally/short-covering). Main downside drivers: a large pre-earnings sell-off (-12.59%) implying recent negative positioning or concerns, the EPS surprise was tiny, and there is no indication management raised forward guidan",3233,1328,0.003464,low,D6_SECTOR_EXCLUDED,0.0222222222222222,5.6629,-12.59,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-11-24
TECH,2020,2,LOSER,Bio-Techne,Healthcare,True,,82.64652633666992,DOWN,0.4,4.0,-20.5173,True,False,,"**PART 1 - Analysis:**
Management tone reads as Balanced for the next 1–2 quarters (no strong “we’re accelerating” language and no overtly cautious warnings provided). Main upside is limited — a tepid positive intraday market reaction and no headline guidance cut — while main downside drivers are a small EPS miss, negative pre-earnings momentum (-4.6% five-day), and absence of any guidance raise or clear demand acceleration.

**PART 2 - Summary:**
The quarter delivered roughly in-line results wi",3232,981,0.00277,high,HIGH_RISK,-0.0689655172413791,0.5404,-4.61,0,0,4.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-04-30
GEN,2019,2,GAINER,Gen Digital,Technology,True,,76.02426886558533,DOWN,0.4,4.0,10.6247,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they beat the quarter but explicitly guided more conservatively for near-term Enterprise revenues and called out declines in Enterprise billings. Upside drivers: clear beat to revenue and EPS vs. guidance, stronger consolidated operating margin (~32%) and +36% YoY cash flow to $240M, large cash balance and elevated contract liabilities/backlog that give near-term revenue visibility. Downside drivers: Enterprise Security implied billin",5182,1421,0.004137,low,HAS_VETOES,,4.1111,-1.37,3,2,4.0,NO,3.0,2.0,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,Low,2019-05-09
DTE,2020,4,GAINER,DTE Energy,Utilities,True,,144.341392993927,DOWN,0.4,4.0,12.0176,False,False,,"**PART 1 - Analysis:**
Management's medium-term tone is Moderately optimistic — they emphasize a 12-year streak of beating guidance, a 7% dividend increase, strong midstream EBITDA, completed projects (LEAP, Polaris) and rapid MIGreenPower enrollment, but 2021 guidance midpoint ($7.07) is slightly below FY2020 operating EPS ($7.19). Key upside drivers: clear FY2020 beat, FCF turnaround, dividend raise and visible midstream cash flows/backlog; key downside drivers: 2021 guidance is not a raise (s",5288,1420,0.004162,low,HAS_VETOES,0.1209677419354838,0.1469,-1.48,3,1,4.0,NO,3.0,1.0,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,Low,2020-10-27
J,2019,3,GAINER,Jacobs Solutions,Industrials,True,,94.88108396530151,UP,0.6,6.0,17.4203,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The modest +1.67% intraday reaction after a -3.78% pre-earnings drift suggests results were roughly in-line to a slight beat (revenue $12.03B, EPS $2.39) but management did not materially lift the forward outlook; no evidence of guidance raise or clear visibility improvement. Main upside drivers: modest earnings beat and solid revenues that remove immediate downside risk. Main downside drivers: no guidance raise, pre-earnings weakness, and absent",3212,1128,0.003059,low,D6_EPS_MISSING,,1.6692,-3.78,0,0,6.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-08-05
IRM,2019,4,LOSER,Iron Mountain,Real Estate,True,,90.30059218406676,UP,0.6,6.0,-23.3407,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — no clear language provided indicating optimism or caution, and market reaction (small EPS beat + modest stock pop) suggests neither an emphatic bullish nor bearish management message. Main upside drivers: a small positive EPS surprise (0.65 vs 0.63) and a modest pre-earnings run (+4.48%) with an earnings-day move of +4.94% that show positive near-term sentiment. Main downside drivers: no evidence of an upward guidance revision (no guidance raise",3233,1222,0.003252,low,D6_POSITIVES_LOW,0.0317460317460317,4.9387,4.48,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2019-10-31
CAT,2020,4,GAINER,Caterpillar Inc.,Industrials,True,,83.67503905296326,DOWN,0.4,4.0,25.1709,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — commentary pointed to a recovery in 2021, stronger sales ahead and resumption of capital returns, but the company did not provide firm forward earnings guidance. Main upside drivers: a material EPS beat on adjusted EPS (2.12 vs est. 1.46), sequential margin improvement (Q4 adjusted margins ~12.3–12.8%), and solid full-year ME&T free cash flow (~$3.1b). Main downside drivers: material YoY revenue decline (-15%), operating profit down",5177,1638,0.00457,medium,HAS_VETOES,0.452054794520548,-0.8137,-4.74,3,3,4.0,NO,3.0,3.0,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,Medium,2020-10-27
DVA,2019,3,GAINER,DaVita,Healthcare,True,,113.31577396392822,UP,0.6,6.0,25.6602,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they raised adjusted operating income and operating cash-flow guidance, lowered CapEx, and highlighted stronger cash generation while acknowledging product-specific drivers (calcimimetics) and ongoing modest organic growth. Main upside drivers: upward revisions to FY adjusted operating income and operating cash-flow guidance, improved free cash flow and lower CapEx (more buyback/return optionality), and a meaningful calcimimetics pr",5440,1462,0.004284,medium,D6_RISK_NOT_LOW,,-0.0511,5.92,3,0,6.0,NO,3.0,0.0,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,Medium,2019-08-01
JBHT,2019,4,LOSER,J.B. Hunt,Industrials,True,,115.66498112678528,DOWN,0.3,3.0,-21.0588,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they highlight continued DCS strength and an intermodal uptick but repeatedly flag margin pressure from Marketplace 360 investments, lost volume/rail disruptions, and a ~$16M downward shift in ICS operating income. Upside drivers: strong DCS growth (25% revenue, 98% retention), intermodal volume recovery, and Final Mile carve-out/targeted acquisitions; Downside drivers: EPS miss, operating income decline, truck revenue weakness, deter",5114,1409,0.004096,high,HIGH_RISK,-0.0999999999999999,-4.2418,-3.69,0,3,3.0,NO,0.0,3.0,NO,NO,NO,NO,NO,NO,YES,YES,YES,UNKNOWN,High,2019-10-15
GPN,2019,4,LOSER,Global Payments,Industrials,True,,83.83469104766846,UP,0.7,7.0,-20.4816,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they emphasize stronger tech-enabled momentum, margin expansion (169 bps normalized) and confident FY guidance (revenue +7–9% and EBITDA/net income improvement). Main upside drivers: clear beat in revenue/EBITDA, strong tech-enabled growth (U.S. ISV/B2B 17%, tech-enabled 16%), large normalized margin expansion and sharply improved operating cash flow and cash earnings (>30%). Main downside drivers: material pre-earnings weakness (5-",5284,1754,0.004829,low,D7_EPS_MISSING,,4.5768,-9.99,5,0,7.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,Low,2019-10-31
ABBV,2019,3,GAINER,AbbVie,Healthcare,True,,98.46179103851318,UP,0.6,6.0,12.4199,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the limited data and a modest positive market reaction (+6.82% pre-run, +2.77% on the day) imply results were roughly in-line to a slight beat with no clear aggressive forward optimism or explicit caution disclosed. Upside over the next 30 days: momentum from the pre-run and the positive intraday reaction, and the quarter shows meaningful revenue scale. Downside: absence of any communicated guidance raise (or supporting detail) creates sell-the-",3212,1402,0.003607,medium,D6_RISK_NOT_LOW,,2.7656,6.82,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-07-26
FANG,2020,2,LOSER,Diamondback Energy,Energy,True,,95.12210607528688,UP,0.6,4.0,-17.7456,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they stress cost discipline, liquidity and dividend maintenance but explicitly warn Q3 production will decline and have materially reduced rig and completion activity. Main upside drivers: large EPS beat, $1.9B liquidity and reduced near‑term notes outstanding, all‑time low LOE and stated path to H2 free cash flow and continued dividend. Main downside drivers: dramatic cut in operated rigs (20→6), zero wells turned in June and a Q3 pr",5386,1732,0.00481,medium,HAS_VETOES,8.615384615384615,2.6493,5.63,1,2,4.0,NO,1.0,2.0,NO,NO,YES,UNKNOWN,UNKNOWN,NO,YES,NO,UNKNOWN,YES,Medium,2020-05-04
IVZ,2019,2,LOSER,Invesco,Financial Services,True,,88.01658296585083,UP,0.6,4.0,-20.339,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management laid out explicit synergy and margin targets for the combined business and spoke assertively about integration and buybacks, while acknowledging AUM breakage risks. Main upside drivers: large OFI acquisition materially increases AUM and fee pool, QoQ margin expansion (+300bps) and EPS improvement, active buybacks and explicit synergy/EBITDA targets that can re-rate the multiple. Main downside drivers: persistent long‑term",5229,1572,0.004451,medium,HAS_VETOES,,-2.6421,-0.71,1,1,4.0,NO,1.0,1.0,NO,NO,YES,UNKNOWN,UNKNOWN,NO,YES,NO,NO,NO,Medium,2019-04-25
